date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:52:33	13588/13588	---M--	200	added ('OK')	font/woff2	etag:%223514-63cf7030-b8d7188284261cb4;;;%22	https://taxiinchandigarh.in/assets/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-regular-400.woff2	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:33	16776/16776	---M--	200	added ('OK')	application/font-woff	etag:%224188-63cf7030-4b5c081238eed57e;;;%22	https://taxiinchandigarh.in/assets/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-regular-400.woff	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:34	34052/34052	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228504-63cf7030-7c05bf4144c6d2f9;gz%22	https://taxiinchandigarh.in/assets/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-regular-400.ttf	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:34	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354a-63cf7030-a360b6155fdd0dd1;gz%22	https://taxiinchandigarh.in/assets/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-regular-400.svg	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:34	204814/204814	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%223200e-63cf7030-cbdfd7923805287b;gz%22	https://taxiinchandigarh.in/assets/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-solid-900.eot	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:34	204814/204814	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%223200e-63cf7030-cbdfd7923805287b;gz%22	https://taxiinchandigarh.in/assets/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-solid-900d41d.eot	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:35	80252/80252	---M--	200	added ('OK')	font/woff2	etag:%221397c-63cf7030-cd5ebc956ea920c8;;;%22	https://taxiinchandigarh.in/assets/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-solid-900.woff2	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:35	104280/104280	---M--	200	added ('OK')	application/font-woff	etag:%2219758-63cf7030-bc28475ae091b09c;;;%22	https://taxiinchandigarh.in/assets/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-solid-900.woff	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:35	204528/204528	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2231ef0-63cf7030-c4fdb365ceede0b3;gz%22	https://taxiinchandigarh.in/assets/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-solid-900.ttf	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:36	917575/917575	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e0047-63cf7030-3400232345589d8f;gz%22	https://taxiinchandigarh.in/assets/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-solid-900.svg	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:36	133088/133088	---M--	200	added ('OK')	image/jpeg	etag:%22207e0-63cf702f-6a8ebe8136b68ea9;;;%22	https://taxiinchandigarh.in/assets/img/section/3.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/section/3.jpg	(from https://taxiinchandigarh.in/assets/css/style.css)
13:52:36	114650/114650	---M--	200	added ('OK')	image/jpeg	etag:%221bfda-63cf702f-3d4d85a7d6b13dd0;;;%22	https://taxiinchandigarh.in/assets/img/section/phone.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/section/phone.jpg	(from https://taxiinchandigarh.in/assets/css/style.css)
13:52:36	48936/48936	---M--	200	added ('OK')	image/jpeg	etag:%22bf28-63cf702f-10c314fa214a62e3;;;%22	https://taxiinchandigarh.in/assets/img/section/top-bg.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/section/top-bg.jpg	(from https://taxiinchandigarh.in/assets/css/style.css)
13:52:36	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-632713ed-d476281088a42d6;gz%22	https://taxiinchandigarh.in/index.html	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/index-3.html	(from https://taxiinchandigarh.in/about.php)
13:52:37	212845/212845	---M--	200	added ('OK')	image/jpeg	etag:%2233f6d-63cf702f-bef703d60119f6f9;;;%22	https://taxiinchandigarh.in/assets/img/section/hotel.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/section/hotel.jpg	(from https://taxiinchandigarh.in/hotelbooking.php)
13:52:37	43997/43997	---M--	200	added ('OK')	image/png	etag:%22abdd-63cf7030-c9ef182b12a01bde;;;%22	https://taxiinchandigarh.in/assets/img/section/boy.png	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/section/boy.png	(from https://taxiinchandigarh.in/contact.php)
13:52:38	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-632713ed-d476281088a42d6;gz%22	https://taxiinchandigarh.in/true/	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/true/index.html	(from https://taxiinchandigarh.in/assets/js/jquery-3.6.0.js)
